id,trail,section,difficulty,type,skill,question,correct,options,learningObjective,verseRef
"exodo-cam-exo-07-sinai-04","exodo","exo-07-sinai","caminhada","order","understand","Como se encadeiam os eventos de Êxodo 19:5-6?","a → b → c","a:Agora, pois, se diligentemente ouvirdes a minha voz e guardardes a | b:minha aliança, então sereis a minha propriedade peculiar dentre todos os | c:povos… e vós me sereis reino de sacerdotes e nação santa.","Ordenar o fluxo de Êxodo 19:5-6.","Êxodo 19:5-6"
"exodo-cam-exo-07-sinai-05","exodo","exo-07-sinai","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Êxodo 19:5-6 sobre Aliança?","aliança","a:aliança | b:Agora | c:pois","Completar com precisão o texto de Êxodo 19:5-6.","Êxodo 19:5-6"
"exodo-cam-exo-07-sinai-06","exodo","exo-07-sinai","caminhada","connect","understand","O que relaciona o trecho de Êxodo 19:5-6 ao insight da missão?","Aliança","a:Aliança | b:Agora | c:pois","Conectar Êxodo 19:5-6 ao restante da leitura.","Êxodo 19:5-6"
"exodo-pro-exo-07-sinai-01","exodo","exo-07-sinai","profundezas","true_false","interpret","Êxodo 19:5-6 sustenta que fui libertado para pertencer.","true","true:Verdadeiro | false:Falso","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-pro-exo-07-sinai-02","exodo","exo-07-sinai","profundezas","tap","interpret","Em Êxodo 19:5-6, qual trecho sustenta a ideia de aliança?","e vós me sereis reino de sacerdotes e nação santa.","a:e vós me sereis reino de sacerdotes e nação santa. | b:Agora, pois, se diligentemente | c:pois, se diligentemente ouvirdes","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-pro-exo-07-sinai-03","exodo","exo-07-sinai","profundezas","choice","interpret","O que se depreende de Êxodo 19:5-6 para a vida com Deus?","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:A libertação tem destino: um povo que pertence a Deus e serve diante das nações","A libertação tem destino: um povo que pertence a Deus e serve diante das nações","Êxodo 19:5-6"
"exodo-pro-exo-07-sinai-04","exodo","exo-07-sinai","profundezas","order","interpret","Qual sequência revela o sentido de Êxodo 19:5-6?","a → b → c","a:Agora, pois, se diligentemente ouvirdes a minha voz e guardardes a | b:minha aliança, então sereis a minha propriedade peculiar dentre todos os | c:povos… e vós me sereis reino de sacerdotes e nação santa.","Ordenar o fluxo de Êxodo 19:5-6.","Êxodo 19:5-6"
"exodo-pro-exo-07-sinai-05","exodo","exo-07-sinai","profundezas","complete","interpret","Qual palavra completa Êxodo 19:5-6 (Aliança) com fidelidade ao tema?","aliança","a:aliança | b:Agora | c:pois","Completar com precisão o texto de Êxodo 19:5-6.","Êxodo 19:5-6"
"exodo-pro-exo-07-sinai-06","exodo","exo-07-sinai","profundezas","connect","interpret","Qual elo de sentido une o trecho de Êxodo 19:5-6 ao insight?","Aliança","a:Aliança | b:Agora | c:pois","Conectar Êxodo 19:5-6 ao restante da leitura.","Êxodo 19:5-6"
"exodo-sem-exo-08-mandamentos-01","exodo","exo-08-mandamentos","semente","true_false","observe","O trecho afirma: Eu sou o Senhor teu Deus, que te tirei da terra do Egito, da casa da servidão.","true","true:Verdadeiro | false:Falso","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-sem-exo-08-mandamentos-02","exodo","exo-08-mandamentos","semente","tap","observe","Em Êxodo 20:2-3, toque o trecho que menciona eu sou o senhor?","Eu sou o Senhor","a:Eu sou o Senhor | b:que te tirei da terra do Egito | c:da casa da servidão","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-sem-exo-08-mandamentos-03","exodo","exo-08-mandamentos","semente","choice","observe","O que Êxodo 20:2-3 diz de forma explícita?","Antes do “não terás”, vem o “eu te tirei”","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Antes do “não terás”, vem o “eu te tirei”","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-sem-exo-08-mandamentos-04","exodo","exo-08-mandamentos","semente","order","observe","Qual a ordem dos fatos em Êxodo 20:2-3?","a → b → c","a:Eu sou o Senhor teu Deus, que te | b:tirei da terra do Egito, da casa da | c:servidão. Não terás outros deuses diante de mim.","Ordenar o fluxo de Êxodo 20:2-3.","Êxodo 20:2-3"
"exodo-sem-exo-08-mandamentos-05","exodo","exo-08-mandamentos","semente","complete","observe","Qual palavra o texto usa em Êxodo 20:2-3 ao falar de Eu sou o Senhor?","Senhor","a:Senhor | b:tirei | c:terra","Completar com precisão o texto de Êxodo 20:2-3.","Êxodo 20:2-3"
"exodo-sem-exo-08-mandamentos-06","exodo","exo-08-mandamentos","semente","connect","observe","Qual ideia une o trecho de Êxodo 20:2-3 ao insight da missão?","Eu sou o Senhor","a:Eu sou o Senhor | b:tirei | c:terra","Conectar Êxodo 20:2-3 ao restante da leitura.","Êxodo 20:2-3"
"exodo-cam-exo-08-mandamentos-01","exodo","exo-08-mandamentos","caminhada","true_false","understand","Em Êxodo 20:2-3, o relato comunica que antes do “não terás”, vem o “eu te tirei”.","true","true:Verdadeiro | false:Falso","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-cam-exo-08-mandamentos-02","exodo","exo-08-mandamentos","caminhada","tap","understand","Em Êxodo 20:2-3, qual trecho fala da eu sou o senhor?","Eu sou o Senhor","a:Eu sou o Senhor | b:que te tirei da terra do Egito | c:da casa da servidão","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-cam-exo-08-mandamentos-03","exodo","exo-08-mandamentos","caminhada","choice","understand","Qual relação Êxodo 20:2-3 estabelece em torno de Eu sou o Senhor?","Antes do “não terás”, vem o “eu te tirei”","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Antes do “não terás”, vem o “eu te tirei”","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-cam-exo-08-mandamentos-04","exodo","exo-08-mandamentos","caminhada","order","understand","Como se encadeiam os eventos de Êxodo 20:2-3?","a → b → c","a:Eu sou o Senhor teu Deus, que te | b:tirei da terra do Egito, da casa da | c:servidão. Não terás outros deuses diante de mim.","Ordenar o fluxo de Êxodo 20:2-3.","Êxodo 20:2-3"
"exodo-cam-exo-08-mandamentos-05","exodo","exo-08-mandamentos","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Êxodo 20:2-3 sobre Eu sou o Senhor?","Senhor","a:Senhor | b:tirei | c:terra","Completar com precisão o texto de Êxodo 20:2-3.","Êxodo 20:2-3"
"exodo-cam-exo-08-mandamentos-06","exodo","exo-08-mandamentos","caminhada","connect","understand","O que relaciona o trecho de Êxodo 20:2-3 ao insight da missão?","Eu sou o Senhor","a:Eu sou o Senhor | b:tirei | c:terra","Conectar Êxodo 20:2-3 ao restante da leitura.","Êxodo 20:2-3"
"exodo-pro-exo-08-mandamentos-01","exodo","exo-08-mandamentos","profundezas","true_false","interpret","Êxodo 20:2-3 sustenta que graça antes da regra.","true","true:Verdadeiro | false:Falso","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-pro-exo-08-mandamentos-02","exodo","exo-08-mandamentos","profundezas","tap","interpret","Em Êxodo 20:2-3, qual trecho sustenta a ideia de eu sou o senhor?","Eu sou o Senhor","a:Eu sou o Senhor | b:que te tirei da terra do Egito | c:da casa da servidão","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-pro-exo-08-mandamentos-03","exodo","exo-08-mandamentos","profundezas","choice","interpret","O que se depreende de Êxodo 20:2-3 para a vida com Deus?","Antes do “não terás”, vem o “eu te tirei”","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Antes do “não terás”, vem o “eu te tirei”","Antes do “não terás”, vem o “eu te tirei”","Êxodo 20:2-3"
"exodo-pro-exo-08-mandamentos-04","exodo","exo-08-mandamentos","profundezas","order","interpret","Qual sequência revela o sentido de Êxodo 20:2-3?","a → b → c","a:Eu sou o Senhor teu Deus, que te | b:tirei da terra do Egito, da casa da | c:servidão. Não terás outros deuses diante de mim.","Ordenar o fluxo de Êxodo 20:2-3.","Êxodo 20:2-3"
"exodo-pro-exo-08-mandamentos-05","exodo","exo-08-mandamentos","profundezas","complete","interpret","Qual palavra completa Êxodo 20:2-3 (Eu sou o Senhor) com fidelidade ao tema?","Senhor","a:Senhor | b:tirei | c:terra","Completar com precisão o texto de Êxodo 20:2-3.","Êxodo 20:2-3"
"exodo-pro-exo-08-mandamentos-06","exodo","exo-08-mandamentos","profundezas","connect","interpret","Qual elo de sentido une o trecho de Êxodo 20:2-3 ao insight?","Eu sou o Senhor","a:Eu sou o Senhor | b:tirei | c:terra","Conectar Êxodo 20:2-3 ao restante da leitura.","Êxodo 20:2-3"
"exodo-sem-exo-09-bezerro-01","exodo","exo-09-bezerro","semente","true_false","observe","O trecho afirma: Mas, vendo o povo que Moisés tardava em descer do monte, acercou-se de Arão e disse-lhe: Levanta-te, faze-nos deuses que…","true","true:Verdadeiro | false:Falso","A demora revela o coração","Êxodo 32:1"
"exodo-sem-exo-09-bezerro-02","exodo","exo-09-bezerro","semente","tap","observe","Em Êxodo 32:1, toque o trecho que menciona vendo?","acercou-se de Arão e disse-lhe","a:acercou-se de Arão e disse-lhe | b:faze-nos deuses que vão adiante de nós | c:o povo que Moisés","A demora revela o coração","Êxodo 32:1"
"exodo-sem-exo-09-bezerro-03","exodo","exo-09-bezerro","semente","choice","observe","O que Êxodo 32:1 diz de forma explícita?","A demora revela o coração","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:A demora revela o coração","A demora revela o coração","Êxodo 32:1"
"exodo-sem-exo-09-bezerro-04","exodo","exo-09-bezerro","semente","order","observe","Qual a ordem dos fatos em Êxodo 32:1?","a → b → c","a:Mas, vendo o povo que Moisés tardava em | b:descer do monte, acercou-se de Arão e disse-lhe: | c:Levanta-te, faze-nos deuses que vão adiante de nós","Ordenar o fluxo de Êxodo 32:1.","Êxodo 32:1"
"exodo-sem-exo-09-bezerro-05","exodo","exo-09-bezerro","semente","complete","observe","Qual palavra o texto usa em Êxodo 32:1 ao falar de Idolatria?","vendo","a:vendo | b:povo | c:Moisés","Completar com precisão o texto de Êxodo 32:1.","Êxodo 32:1"
"exodo-sem-exo-09-bezerro-06","exodo","exo-09-bezerro","semente","connect","observe","Qual ideia une o trecho de Êxodo 32:1 ao insight da missão?","Idolatria","a:Idolatria | b:vendo | c:povo","Conectar Êxodo 32:1 ao restante da leitura.","Êxodo 32:1"
"exodo-cam-exo-09-bezerro-01","exodo","exo-09-bezerro","caminhada","true_false","understand","Em Êxodo 32:1, o relato comunica que a demora revela o coração.","true","true:Verdadeiro | false:Falso","A demora revela o coração","Êxodo 32:1"
"exodo-cam-exo-09-bezerro-02","exodo","exo-09-bezerro","caminhada","tap","understand","Em Êxodo 32:1, qual trecho fala da vendo?","acercou-se de Arão e disse-lhe","a:acercou-se de Arão e disse-lhe | b:faze-nos deuses que vão adiante de nós | c:o povo que Moisés","A demora revela o coração","Êxodo 32:1"
"exodo-cam-exo-09-bezerro-03","exodo","exo-09-bezerro","caminhada","choice","understand","Qual relação Êxodo 32:1 estabelece em torno de Idolatria?","A demora revela o coração","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:A demora revela o coração","A demora revela o coração","Êxodo 32:1"
"exodo-cam-exo-09-bezerro-04","exodo","exo-09-bezerro","caminhada","order","understand","Como se encadeiam os eventos de Êxodo 32:1?","a → b → c","a:Mas, vendo o povo que Moisés tardava em | b:descer do monte, acercou-se de Arão e disse-lhe: | c:Levanta-te, faze-nos deuses que vão adiante de nós","Ordenar o fluxo de Êxodo 32:1.","Êxodo 32:1"
"exodo-cam-exo-09-bezerro-05","exodo","exo-09-bezerro","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Êxodo 32:1 sobre Idolatria?","vendo","a:vendo | b:povo | c:Moisés","Completar com precisão o texto de Êxodo 32:1.","Êxodo 32:1"
"exodo-cam-exo-09-bezerro-06","exodo","exo-09-bezerro","caminhada","connect","understand","O que relaciona o trecho de Êxodo 32:1 ao insight da missão?","Idolatria","a:Idolatria | b:vendo | c:povo","Conectar Êxodo 32:1 ao restante da leitura.","Êxodo 32:1"
"exodo-pro-exo-09-bezerro-01","exodo","exo-09-bezerro","profundezas","true_false","interpret","Êxodo 32:1 sustenta que paciência na presença.","true","true:Verdadeiro | false:Falso","A demora revela o coração","Êxodo 32:1"
"exodo-pro-exo-09-bezerro-02","exodo","exo-09-bezerro","profundezas","tap","interpret","Em Êxodo 32:1, qual trecho sustenta a ideia de vendo?","acercou-se de Arão e disse-lhe","a:acercou-se de Arão e disse-lhe | b:faze-nos deuses que vão adiante de nós | c:o povo que Moisés","A demora revela o coração","Êxodo 32:1"
"exodo-pro-exo-09-bezerro-03","exodo","exo-09-bezerro","profundezas","choice","interpret","O que se depreende de Êxodo 32:1 para a vida com Deus?","A demora revela o coração","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:A demora revela o coração","A demora revela o coração","Êxodo 32:1"
"exodo-pro-exo-09-bezerro-04","exodo","exo-09-bezerro","profundezas","order","interpret","Qual sequência revela o sentido de Êxodo 32:1?","a → b → c","a:Mas, vendo o povo que Moisés tardava em | b:descer do monte, acercou-se de Arão e disse-lhe: | c:Levanta-te, faze-nos deuses que vão adiante de nós","Ordenar o fluxo de Êxodo 32:1.","Êxodo 32:1"
"exodo-pro-exo-09-bezerro-05","exodo","exo-09-bezerro","profundezas","complete","interpret","Qual palavra completa Êxodo 32:1 (Idolatria) com fidelidade ao tema?","vendo","a:vendo | b:povo | c:Moisés","Completar com precisão o texto de Êxodo 32:1.","Êxodo 32:1"
"exodo-pro-exo-09-bezerro-06","exodo","exo-09-bezerro","profundezas","connect","interpret","Qual elo de sentido une o trecho de Êxodo 32:1 ao insight?","Idolatria","a:Idolatria | b:vendo | c:povo","Conectar Êxodo 32:1 ao restante da leitura.","Êxodo 32:1"
"exodo-sem-exo-10-tabernaculo-01","exodo","exo-10-tabernaculo","semente","true_false","observe","O trecho afirma: E me farão um santuário, e habitarei no meio deles.","true","true:Verdadeiro | false:Falso","O objetivo não é só sair do Egito — é Deus no meio do acampamento","Êxodo 25:8"
"exodo-sem-exo-10-tabernaculo-02","exodo","exo-10-tabernaculo","semente","tap","observe","Em Êxodo 25:8, toque o trecho que menciona habitar?","E me farão um santuário, e habitarei no meio deles.","a:E me farão um santuário, e habitarei no meio deles. | b:E me farão um santuário | c:E me farão um","O objetivo não é só sair do Egito — é Deus no meio do acampamento","Êxodo 25:8"
"exodo-sem-exo-10-tabernaculo-03","exodo","exo-10-tabernaculo","semente","choice","observe","O que Êxodo 25:8 diz de forma explícita?","O objetivo não é só sair do Egito — é Deus no meio do acampamento","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:O objetivo não é só sair do Egito — é Deus no meio do acampamento","O objetivo não é só sair do Egito — é Deus no meio do acampamento","Êxodo 25:8"
